_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
651ca66635c032df7ec0473a,Lava louças,eletrodomesticos,1427.33,73.5854675815,2021-03-08,Beatriz Moraes,RS,3,cupom,1,-30.17,-53.5
651ca66635c032df7ec0473b,Panela de pressão,utilidades domesticas,123.89,12.976384154,2021-03-08,Thiago Silva,ES,5,cartao_credito,2,-19.19,-40.34
651ca66635c032df7ec0473c,Ciência de dados com python,livros,62.93,0.0,2022-03-08,Mariana Ferreira,SP,5,cartao_credito,5,-22.19,-48.79
651ca66635c032df7ec0473d,Fone de ouvido,eletronicos,171.9,15.5327722206,2022-03-08,Thiago Silva,RJ,2,cartao_credito,1,-22.25,-42.66
651ca66635c032df7ec0473e,Mochila,esporte e lazer,136.85,4.8712898663,2022-03-08,Rafael Costa,RJ,5,cupom,1,-22.25,-42.66
651ca66635c032df7ec0473f,Faqueiro,utilidades domesticas,63.66,0.0,2022-03-08,Bruno Rodrigues,MG,4,cartao_credito,3,-18.1,-44.38
651ca66635c032df7ec04740,Tablet ABXY,eletronicos,2069.51,117.7507618643,2022-03-08,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
651ca66635c032df7ec04741,Corda de pular,esporte e lazer,27.42,0.0,2022-03-08,João Souza,SP,5,boleto,1,-22.19,-48.79
651ca66635c032df7ec04742,Violão,instrumentos musicais,377.28,17.6734640558,2022-03-08,Lucas Oliveira,RS,5,cartao_credito,1,-30.17,-53.5
651ca66635c032df7ec04743,Boneca bebê,brinquedos,61.89,0.0,2022-03-08,Bianca Santos,BA,5,cartao_credito,3,-13.29,-41.71
651ca66635c032df7ec04744,Iniciando em programação,livros,71.45,1.3889366159,2023-03-08,Isabella Pereira,SP,5,cartao_debito,1,-22.19,-48.79
651ca66635c032df7ec04745,Carrinho controle remoto,brinquedos,86.01,2.1642128136,2023-03-08,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
651ca66635c032df7ec04746,Violão,instrumentos musicais,571.4,28.0097700645,2023-03-08,Thiago Silva,SP,4,cartao_credito,5,-22.19,-48.79
651ca66635c032df7ec04747,Tablet ABXY,eletronicos,1507.11,77.8335125711,2023-03-08,Mariana Ferreira,PR,5,cartao_credito,1,-24.89,-51.55
651ca66635c032df7ec04748,Copo térmico,esporte e lazer,51.35,3.421245169,2023-03-08,João Souza,PR,3,cartao_credito,2,-24.89,-51.55
651ca66635c032df7ec04749,Carrinho controle remoto,brinquedos,105.35,3.1940096311,2023-03-08,Isabella Pereira,RJ,5,cupom,1,-22.25,-42.66
651ca66635c032df7ec0474a,Secadora de roupas,eletrodomesticos,1613.8,83.5144341045,2023-03-08,Mariana Ferreira,MS,1,cartao_credito,4,-20.51,-54.54
651ca66635c032df7ec0474b,Bicicleta,esporte e lazer,685.51,34.0857842756,2023-03-08,Camila Ribeiro,RS,1,cartao_credito,8,-30.17,-53.5
651ca66635c032df7ec0474c,Lava louças,eletrodomesticos,1709.08,97.3829827626,2023-03-08,Bruno Rodrigues,SP,4,cartao_credito,10,-22.19,-48.79
651ca66635c032df7ec04758,Violão,instrumentos musicais,283.51,19.5760932993,2021-04-08,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec04759,Carrinho controle remoto,brinquedos,109.94,3.4384133225,2021-04-08,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
651ca66635c032df7ec0475a,Corda de pular,esporte e lazer,18.57,0.0,2021-04-08,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec0475b,Mesa de centro,moveis,232.23,13.052561009,2021-04-08,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec0475c,Secadora de roupas,eletrodomesticos,1111.02,59.441598512,2021-04-08,Camila Ribeiro,PR,5,cartao_credito,1,-24.89,-51.55
651ca66635c032df7ec0475d,Pandeiro,instrumentos musicais,110.03,6.3898710105,2021-04-08,Pedro Gomes,MG,5,cartao_credito,6,-18.1,-44.38
651ca66635c032df7ec0475e,Headset,eletronicos,324.62,14.8694774784,2021-04-08,Pedro Gomes,RS,5,cartao_credito,2,-30.17,-53.5
651ca66635c032df7ec0475f,Impressora,eletronicos,440.19,21.0232322972,2021-04-08,Isabella Pereira,RS,4,cartao_credito,2,-30.17,-53.5
651ca66635c032df7ec04760,Geladeira,eletrodomesticos,2435.56,127.2706819187,2021-04-08,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
651ca66635c032df7ec04761,Dashboards com Power BI,livros,58.62,3.6524431725,2021-04-08,Larissa Alves,GO,3,cartao_credito,1,-15.98,-49.86
651ca66635c032df7ec04762,Assistente virtual,eletronicos,250.47,14.2251891601,2022-04-08,Juliana Costa,SC,5,cartao_credito,1,-27.45,-50.95
651ca66635c032df7ec04763,Bicicleta,esporte e lazer,732.95,36.6118215569,2022-04-08,Juliana Costa,RS,4,cartao_credito,4,-30.17,-53.5
651ca66635c032df7ec04764,Ciência de dados com python,livros,52.36,3.676427655,2022-04-08,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
651ca66635c032df7ec04765,Modelagem preditiva,livros,102.79,5.7563841749,2022-04-08,Lucas Oliveira,SP,4,cupom,1,-22.19,-48.79
651ca66635c032df7ec04766,Jogo de panelas,utilidades domesticas,209.4,8.7343591067,2022-04-08,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec04767,Lavadora de roupas,eletrodomesticos,1787.88,95.4823572439,2022-04-08,Bruno Rodrigues,PR,2,boleto,1,-24.89,-51.55
651ca66635c032df7ec04768,Dinossauro Rex,brinquedos,25.76,7.6135778901,2022-04-08,Bruno Rodrigues,MS,5,cartao_credito,6,-20.51,-54.54
651ca66635c032df7ec04769,Bola de vôlei,esporte e lazer,57.85,0.0,2022-04-08,Mariana Ferreira,MA,4,cartao_credito,3,-5.42,-45.44
651ca66635c032df7ec0476a,Bola de basquete,esporte e lazer,97.78,6.0949060133,2022-04-08,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec04772,Micro-ondas,eletrodomesticos,724.3,38.8499219219,2021-05-08,João Souza,SP,5,cartao_credito,9,-22.19,-48.79
651ca66635c032df7ec04773,Dinossauro Rex,brinquedos,22.41,4.3570814044,2021-05-08,Isabella Pereira,SC,5,cartao_credito,1,-27.45,-50.95
651ca66635c032df7ec04774,Jogo de copos,utilidades domesticas,36.58,2.2309008613,2021-05-08,Pedro Gomes,DF,1,cartao_credito,5,-15.83,-47.86
651ca66635c032df7ec04775,Smartwatch,eletronicos,215.63,17.8612631631,2021-05-08,Bianca Santos,MG,4,cartao_credito,5,-18.1,-44.38
651ca66635c032df7ec04776,Cama king,moveis,1291.64,66.3603832918,2021-05-08,Beatriz Moraes,BA,3,cupom,1,-13.29,-41.71
651ca66635c032df7ec04777,Bola de basquete,esporte e lazer,63.74,0.0,2021-05-08,Beatriz Moraes,PR,5,cartao_credito,3,-24.89,-51.55
651ca66635c032df7ec04778,Blocos de montar,brinquedos,40.41,0.0,2021-05-08,Felipe Santos,SP,5,cupom,1,-22.19,-48.79
651ca66635c032df7ec04779,Lava louças,eletrodomesticos,1878.08,97.5865490436,2021-05-08,Juliana Costa,MG,5,cartao_credito,10,-18.1,-44.38
651ca66635c032df7ec0477a,Copo térmico,esporte e lazer,37.42,0.0,2022-05-08,Bianca Santos,SP,1,cartao_credito,3,-22.19,-48.79
651ca66635c032df7ec0477b,Assistente virtual,eletronicos,186.79,7.5304446267,2022-05-08,Thiago Silva,SP,5,cartao_debito,1,-22.19,-48.79
651ca66635c032df7ec0477c,Cômoda,moveis,360.74,28.7892632827,2022-05-08,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec0477d,Carrinho controle remoto,brinquedos,111.8,3.5374527269,2022-05-08,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
651ca66635c032df7ec0477e,Smart TV,eletronicos,1645.29,95.4087524211,2022-05-08,João Souza,MG,3,cartao_credito,6,-18.1,-44.38
651ca66635c032df7ec0477f,Carrinho controle remoto,brinquedos,72.06,13.4179217486,2022-05-08,Mariana Ferreira,MG,1,cartao_credito,8,-18.1,-44.38
651ca66635c032df7ec0478c,Lavadora de roupas,eletrodomesticos,1999.36,106.9861701075,2021-06-08,Pedro Gomes,MG,1,boleto,1,-18.1,-44.38
651ca66635c032df7ec0478d,Blocos de montar,brinquedos,52.89,0.0,2021-06-08,Camila Ribeiro,DF,4,cartao_credito,8,-15.83,-47.86
651ca66635c032df7ec0478e,Sofá retrátil,moveis,831.23,45.1489119996,2021-06-08,Lucas Oliveira,RJ,2,cartao_credito,1,-22.25,-42.66
651ca66635c032df7ec0478f,Boneca bebê,brinquedos,64.02,3.9351373915,2021-06-08,Thiago Silva,SP,1,boleto,1,-22.19,-48.79
651ca66635c032df7ec04790,Boneca bebê,brinquedos,52.02,0.0,2022-06-08,Camila Ribeiro,SP,4,boleto,1,-22.19,-48.79
651ca66635c032df7ec04791,Faqueiro,utilidades domesticas,45.04,0.0,2022-06-08,Rafael Costa,SP,1,cartao_credito,6,-22.19,-48.79
651ca66635c032df7ec04792,Geladeira,eletrodomesticos,2674.88,146.9093515929,2022-06-08,Mariana Ferreira,RJ,4,cartao_credito,6,-22.25,-42.66
651ca66635c032df7ec04793,Lava louças,eletrodomesticos,1907.16,101.839309305,2022-06-08,Juliana Costa,MS,5,cartao_credito,8,-20.51,-54.54
651ca66635c032df7ec04794,Carrinho controle remoto,brinquedos,94.9,5.3362654112,2022-06-08,Thiago Silva,SP,4,cartao_credito,5,-22.19,-48.79
651ca66635c032df7ec04795,Ciência de dados com python,livros,75.31,1.5944700035,2022-06-08,João Souza,MG,5,cartao_debito,1,-18.1,-44.38
651ca66635c032df7ec04796,Mesa de centro,moveis,183.09,7.3334307578,2022-06-08,Thiago Silva,GO,5,cartao_credito,2,-15.98,-49.86
651ca66635c032df7ec04797,Dashboards com Power BI,livros,43.97,0.0,2022-06-08,Felipe Santos,SP,5,cupom,1,-22.19,-48.79
651ca66635c032df7ec047a0,Jogo de panelas,utilidades domesticas,284.05,15.4135847751,2021-07-08,Felipe Santos,ES,5,cartao_credito,2,-19.19,-40.34
651ca66635c032df7ec047a1,Cômoda,moveis,405.47,21.8788344948,2021-07-08,Larissa Alves,RJ,5,boleto,1,-22.25,-42.66
651ca66635c032df7ec047a2,Xadrez de madeira,brinquedos,43.11,2.5786037164,2021-07-08,Felipe Santos,RJ,1,cartao_credito,6,-22.25,-42.66
651ca66635c032df7ec047a3,TV Led UHD 4K,eletronicos,3866.36,203.4564774947,2021-07-08,Larissa Alves,SP,1,cartao_credito,6,-22.19,-48.79
651ca66635c032df7ec047a4,Sofá retrátil,moveis,906.95,45.8767980947,2021-07-08,Juliana Costa,SP,5,cartao_credito,7,-22.19,-48.79
651ca66635c032df7ec047a5,Smartwatch,eletronicos,213.47,12.0536474466,2021-07-08,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
651ca66635c032df7ec047a6,Mochila,esporte e lazer,149.86,5.564033227,2021-07-08,Bruno Rodrigues,SP,3,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec047a7,Mesa de jantar,moveis,213.64,8.960126351,2021-07-08,Bianca Santos,PI,5,cartao_credito,1,-6.6,-42.28
651ca66635c032df7ec047a8,Bicicleta,esporte e lazer,865.0,46.5897522559,2021-07-08,Larissa Alves,CE,5,cartao_credito,8,-5.2,-39.53
651ca66635c032df7ec047a9,Bicicleta,esporte e lazer,484.17,23.3650349876,2022-07-08,Thiago Silva,PR,5,boleto,1,-24.89,-51.55
651ca66635c032df7ec047aa,Ciência de dados com python,livros,63.42,4.0639363576,2022-07-08,Rafael Costa,MG,5,cartao_credito,3,-18.1,-44.38
651ca66635c032df7ec047ab,Jogo de panelas,utilidades domesticas,275.69,12.2641021796,2022-07-08,Juliana Costa,MG,1,cartao_credito,1,-18.1,-44.38
651ca66635c032df7ec047ac,Faqueiro,utilidades domesticas,79.9,4.5375605373,2022-07-08,Isabella Pereira,SP,4,cartao_credito,5,-22.19,-48.79
651ca66635c032df7ec047ad,Lava louças,eletrodomesticos,1540.14,79.5922607035,2022-07-08,Rafael Costa,SP,3,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec047ae,Cadeira de escritório,moveis,351.53,16.3023540222,2022-07-08,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
651ca66635c032df7ec047af,Jogo de copos,utilidades domesticas,47.66,0.0,2022-07-08,Pedro Gomes,SC,5,boleto,1,-27.45,-50.95
651ca66635c032df7ec047b0,Mesa de centro,moveis,174.84,9.5984808229,2022-07-08,Juliana Costa,MG,1,cupom,1,-18.1,-44.38
651ca66635c032df7ec047b1,Iniciando em programação,livros,76.52,4.3575857057,2022-07-08,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
651ca66635c032df7ec047b2,Kit banquetas,moveis,343.46,18.5713376424,2022-07-08,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec047b3,Violão,instrumentos musicais,499.16,31.058807037,2022-07-08,Bianca Santos,DF,5,cartao_credito,1,-15.83,-47.86
651ca66635c032df7ec047b4,Fone de ouvido,eletronicos,91.37,5.7535927971,2022-07-08,Isabella Pereira,MT,3,cartao_credito,3,-12.64,-55.42
651ca66635c032df7ec047ba,Carrinho controle remoto,brinquedos,85.12,2.1168229911,2021-08-08,Camila Ribeiro,RS,4,boleto,1,-30.17,-53.5
651ca66635c032df7ec047bb,Bola de vôlei,esporte e lazer,60.67,3.7615995053,2021-08-08,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
651ca66635c032df7ec047bc,Violão,instrumentos musicais,446.28,21.347506476,2021-08-08,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
651ca66635c032df7ec047bd,Celular ABXY,eletronicos,1767.58,97.2821337286,2021-08-08,Mariana Ferreira,RO,4,boleto,1,-10.83,-63.34
651ca66635c032df7ec047be,Bateria,instrumentos musicais,589.58,28.9778003717,2021-08-08,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
651ca66635c032df7ec047bf,Fogão,eletrodomesticos,939.57,47.6137149605,2022-08-08,João Souza,GO,5,cartao_credito,5,-15.98,-49.86
651ca66635c032df7ec047c0,Mesa de jantar,moveis,432.93,20.6366591382,2022-08-08,João Souza,DF,4,cartao_credito,10,-15.83,-47.86
651ca66635c032df7ec047c8,Faqueiro,utilidades domesticas,68.87,1.2515593776,2021-09-08,Thiago Silva,MS,5,cartao_credito,1,-20.51,-54.54
651ca66635c032df7ec047c9,Kit banquetas,moveis,327.02,17.943935717,2021-09-08,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec047ca,Boneca bebê,brinquedos,53.39,0.0,2021-09-08,Felipe Santos,SC,4,boleto,1,-27.45,-50.95
651ca66635c032df7ec047cb,Smartwatch,eletronicos,279.5,12.4669732176,2021-09-08,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
651ca66635c032df7ec047cc,Copo térmico,esporte e lazer,84.64,4.7899512774,2021-09-08,Juliana Costa,BA,5,cartao_credito,5,-13.29,-41.71
651ca66635c032df7ec047cd,Kit banquetas,moveis,397.59,18.7549104552,2021-09-08,Larissa Alves,SP,4,cartao_debito,1,-22.19,-48.79
651ca66635c032df7ec047ce,TV Led UHD 4K,eletronicos,3802.08,200.0337608749,2021-09-08,Thiago Silva,CE,3,cartao_credito,1,-5.2,-39.53
651ca66635c032df7ec047cf,Bola de basquete,esporte e lazer,84.09,2.0619785897,2021-09-08,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
651ca66635c032df7ec047d0,Violão,instrumentos musicais,264.18,14.597894765,2021-09-08,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
651ca66635c032df7ec047d1,Fogão,eletrodomesticos,752.25,37.6394884947,2021-09-08,Mariana Ferreira,RJ,1,cartao_credito,1,-22.25,-42.66
651ca66635c032df7ec047d2,Carrinho controle remoto,brinquedos,115.78,6.8519488376,2021-09-08,Lucas Oliveira,PR,5,boleto,1,-24.89,-51.55
651ca66635c032df7ec047d3,Bateria,instrumentos musicais,975.92,49.5492431051,2022-09-08,Thiago Silva,SP,5,cartao_credito,4,-22.19,-48.79
651ca66635c032df7ec047d4,Secadora de roupas,eletrodomesticos,1909.62,111.2624636264,2022-09-08,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec047d5,Jogo de tabuleiro,brinquedos,321.19,14.6868402972,2022-09-08,Isabella Pereira,SP,4,cartao_credito,2,-22.19,-48.79
651ca66635c032df7ec047d6,Sofá retrátil,moveis,830.39,41.800208418,2022-09-08,Juliana Costa,MG,2,cartao_credito,3,-18.1,-44.38
651ca66635c032df7ec047d7,Bola de basquete,esporte e lazer,52.58,0.0,2022-09-08,Larissa Alves,MG,5,cartao_credito,5,-18.1,-44.38
651ca66635c032df7ec047de,Bola de basquete,esporte e lazer,79.9,1.8388736949,2021-10-08,Mariana Ferreira,BA,5,cartao_credito,1,-13.29,-41.71
651ca66635c032df7ec047df,Violão,instrumentos musicais,431.35,20.5525288915,2021-10-08,Pedro Gomes,SC,5,cartao_credito,1,-27.45,-50.95
651ca66635c032df7ec047e0,Mochila,esporte e lazer,135.73,4.8116532358,2021-10-08,Camila Ribeiro,SP,4,cupom,1,-22.19,-48.79
651ca66635c032df7ec047e1,Lava louças,eletrodomesticos,1803.24,96.9569529583,2021-10-08,Lucas Oliveira,SP,5,cupom,1,-22.19,-48.79
651ca66635c032df7ec047e2,Cama box,moveis,670.63,36.2352949638,2021-10-08,Larissa Alves,PR,5,cartao_credito,3,-24.89,-51.55
651ca66635c032df7ec047e3,Cadeira de escritório,moveis,602.01,29.6396604773,2022-10-08,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
651ca66635c032df7ec047e4,Faqueiro,utilidades domesticas,66.9,1.1466628042,2022-10-08,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
651ca66635c032df7ec047e5,Bola de vôlei,esporte e lazer,78.93,1.7872241131,2022-10-08,João Souza,SP,5,boleto,1,-22.19,-48.79
651ca66635c032df7ec047e6,Impressora,eletronicos,323.26,14.7970615698,2022-10-08,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
651ca66635c032df7ec047e7,Carrinho controle remoto,brinquedos,88.53,5.4009683166,2022-10-08,Pedro Gomes,SP,5,cartao_credito,6,-22.19,-48.79
651ca66635c032df7ec047f2,Mesa de jantar,moveis,452.99,25.0087698982,2021-11-08,Pedro Gomes,SP,4,cartao_credito,10,-22.19,-48.79
651ca66635c032df7ec047f3,Xadrez de madeira,brinquedos,41.0,0.0,2021-11-08,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
651ca66635c032df7ec047f4,Dinossauro Rex,brinquedos,26.36,13.0496189021,2021-11-08,Bianca Santos,SP,1,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec047f5,Jogo de copos,utilidades domesticas,52.13,3.306870197,2021-11-08,João Souza,CE,5,boleto,1,-5.2,-39.53
651ca66635c032df7ec047f6,Mesa de centro,moveis,194.33,10.878592402,2021-11-08,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec047f7,Geladeira,eletrodomesticos,1960.36,101.9677115121,2021-11-08,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
651ca66635c032df7ec047f8,Mochila,esporte e lazer,114.42,3.6769598448,2021-11-08,Rafael Costa,RJ,5,cartao_credito,3,-22.25,-42.66
651ca66635c032df7ec047f9,Bateria,instrumentos musicais,545.02,26.6051144262,2022-11-08,Juliana Costa,CE,2,boleto,1,-5.2,-39.53
651ca66635c032df7ec047fa,Tablet ABXY,eletronicos,2465.91,128.8867281136,2022-11-08,Mariana Ferreira,DF,1,cartao_credito,6,-15.83,-47.86
651ca66635c032df7ec047fb,Pandeiro,instrumentos musicais,53.2,3.3638444781,2022-11-08,Bruno Rodrigues,DF,5,cartao_credito,5,-15.83,-47.86
651ca66635c032df7ec047fc,Mesa de jantar,moveis,238.59,10.2886387913,2022-11-08,Rafael Costa,SC,2,cupom,1,-27.45,-50.95
651ca66635c032df7ec047fd,Secadora de roupas,eletrodomesticos,810.85,40.7597622023,2022-11-08,João Souza,SP,2,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec047fe,Violão,instrumentos musicais,273.66,14.854697629,2022-11-08,Beatriz Moraes,SP,1,cartao_credito,5,-22.19,-48.79
651ca66635c032df7ec047ff,Dinossauro Rex,brinquedos,23.29,0.0,2022-11-08,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
651ca66635c032df7ec04809,Assistente virtual,eletronicos,183.21,10.2864858555,2021-12-08,Bruno Rodrigues,MG,5,cartao_credito,8,-18.1,-44.38
651ca66635c032df7ec0480a,Modelagem preditiva,livros,101.02,5.6621369998,2021-12-08,Isabella Pereira,SP,4,cartao_credito,4,-22.19,-48.79
651ca66635c032df7ec0480b,Carrinho controle remoto,brinquedos,85.69,2.1471737763,2021-12-08,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec0480c,Cama king,moveis,591.02,29.0544760396,2021-12-08,Pedro Gomes,SP,5,cartao_credito,10,-22.19,-48.79
651ca66635c032df7ec0480d,Cadeira de escritório,moveis,554.38,27.1035062675,2021-12-08,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec0480e,Geladeira,eletrodomesticos,2283.78,121.8875403765,2021-12-08,Bruno Rodrigues,PR,3,boleto,1,-24.89,-51.55
651ca66635c032df7ec0480f,Boneca bebê,brinquedos,61.36,3.5560122166,2021-12-08,Rafael Costa,MG,5,boleto,1,-18.1,-44.38
651ca66635c032df7ec04810,Pandeiro,instrumentos musicais,81.65,4.878721389,2021-12-08,Rafael Costa,MG,4,cartao_credito,3,-18.1,-44.38
651ca66635c032df7ec04811,Smartwatch,eletronicos,259.49,11.4015009157,2022-12-08,Felipe Santos,ES,5,cupom,1,-19.19,-40.34
651ca66635c032df7ec04812,Poltrona,moveis,270.67,11.9968022818,2022-12-08,Bianca Santos,ES,5,cartao_credito,2,-19.19,-40.34
651ca66635c032df7ec04813,Copo térmico,esporte e lazer,56.49,3.5390270804,2022-12-08,Camila Ribeiro,MS,5,cartao_credito,2,-20.51,-54.54
651ca66635c032df7ec04814,TV Led UHD 4K,eletronicos,2909.93,155.233795068,2022-12-08,Larissa Alves,MG,5,boleto,1,-18.1,-44.38
651ca66635c032df7ec04815,Celular ABXY,eletronicos,1306.95,70.2781678174,2022-12-08,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec04817,TV Led UHD 4K,eletronicos,2609.38,139.8814827637,2021-01-09,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
651ca66635c032df7ec04818,Cômoda,moveis,379.37,17.7847502683,2021-01-09,Beatriz Moraes,SP,5,cartao_credito,10,-22.19,-48.79
651ca66635c032df7ec04819,Jogo de tabuleiro,brinquedos,153.62,8.4629287577,2021-01-09,Rafael Costa,RS,5,cartao_credito,1,-30.17,-53.5
651ca66635c032df7ec0481a,Guarda roupas,moveis,670.41,42.242940819,2021-01-09,Pedro Gomes,RS,4,cartao_credito,5,-30.17,-53.5
651ca66635c032df7ec0481b,Mesa de jantar,moveis,223.99,9.511232714,2021-01-09,Felipe Santos,RS,5,boleto,1,-30.17,-53.5
651ca66635c032df7ec0481c,Bola de vôlei,esporte e lazer,70.14,4.0235208028,2021-01-09,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec0481d,Smart TV,eletronicos,1772.43,91.9610043814,2021-01-09,Camila Ribeiro,RJ,4,cartao_credito,2,-22.25,-42.66
651ca66635c032df7ec0481e,Mochila,esporte e lazer,130.62,4.5395611087,2021-01-09,Bianca Santos,RJ,5,cupom,1,-22.25,-42.66
651ca66635c032df7ec0481f,Cubo mágico 8x8,brinquedos,26.96,1.9666434186,2022-01-09,Beatriz Moraes,AL,3,cartao_credito,2,-9.62,-36.82
651ca66635c032df7ec04820,TV Led UHD 4K,eletronicos,2389.37,127.7578688356,2022-01-09,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
651ca66635c032df7ec04821,TV Led UHD 4K,eletronicos,2522.26,143.8837005579,2022-01-09,Beatriz Moraes,SP,3,cartao_credito,5,-22.19,-48.79
651ca66635c032df7ec04822,Fone de ouvido,eletronicos,68.29,4.5246522311,2022-01-09,Bruno Rodrigues,SP,1,cartao_credito,10,-22.19,-48.79
651ca66635c032df7ec04823,Cubo mágico 8x8,brinquedos,22.8,1.901043559,2022-01-09,Mariana Ferreira,MG,5,cartao_credito,10,-18.1,-44.38
651ca66635c032df7ec04824,Dinossauro Rex,brinquedos,22.09,0.0,2022-01-09,Larissa Alves,SP,5,cartao_credito,8,-22.19,-48.79
651ca66635c032df7ec04825,Xadrez de madeira,brinquedos,30.48,8.002582669,2022-01-09,Lucas Oliveira,SP,5,cartao_credito,3,-22.19,-48.79
651ca66635c032df7ec04826,Smart TV,eletronicos,2308.12,123.4315507684,2023-01-09,Pedro Gomes,PR,5,boleto,1,-24.89,-51.55
651ca66635c032df7ec04827,Cômoda,moveis,421.16,23.1125151313,2023-01-09,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec04828,Cubo mágico 8x8,brinquedos,10.62,0.0,2023-01-09,Juliana Costa,SP,3,cartao_credito,4,-22.19,-48.79
651ca66635c032df7ec04829,Guitarra,instrumentos musicais,847.66,42.7197839629,2023-01-09,Pedro Gomes,SP,5,cartao_credito,5,-22.19,-48.79
651ca66635c032df7ec0482a,Fone de ouvido,eletronicos,112.69,6.2835293917,2023-01-09,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
651ca66635c032df7ec0482b,Bola de vôlei,esporte e lazer,51.57,0.0,2023-01-09,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec0482c,Kit banquetas,moveis,368.1,17.184656673,2023-01-09,Thiago Silva,RJ,1,cupom,1,-22.25,-42.66
651ca66635c032df7ec0482d,Ciência de dados com python,livros,55.22,0.0,2023-01-09,Bruno Rodrigues,MG,4,cartao_credito,3,-18.1,-44.38
651ca66635c032df7ec0482e,Corda de pular,esporte e lazer,20.33,4.2463276619,2023-01-09,Pedro Gomes,SP,5,cartao_credito,4,-22.19,-48.79
651ca66635c032df7ec04836,Iniciando em programação,livros,41.91,3.1714292499,2021-02-09,João Souza,MG,5,cartao_credito,3,-18.1,-44.38
651ca66635c032df7ec04837,Bateria,instrumentos musicais,1176.74,62.9466417032,2021-02-09,Larissa Alves,RS,5,cartao_credito,4,-30.17,-53.5
651ca66635c032df7ec04838,Kit banquetas,moveis,365.46,19.9859105383,2021-02-09,Thiago Silva,SC,5,cartao_credito,2,-27.45,-50.95
651ca66635c032df7ec04839,Cômoda,moveis,434.2,30.6754240369,2021-02-09,Bruno Rodrigues,BA,5,boleto,1,-13.29,-41.71
651ca66635c032df7ec0483a,Sofá retrátil,moveis,807.02,44.3705025046,2021-02-09,Felipe Santos,SP,5,cartao_credito,5,-22.19,-48.79
651ca66635c032df7ec0483b,Smartwatch,eletronicos,285.7,12.7971045655,2021-02-09,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
651ca66635c032df7ec0483c,Mochila,esporte e lazer,110.0,6.3882736007,2021-02-09,Lucas Oliveira,SP,3,cartao_credito,1,-22.19,-48.79
